cui,entrega,item,n,texto
0200368,2022,mesa 6 alumnos,10,mesa 6 alumnos 10
0200368,2022,mesa pupitre doble,30,mesa pupitre doble 30
0200368,2022,silla escolar,90,silla escolar 90
0200369,2021,banco largo comedor,24,banco largo comedor 24
0200369,2021,mesa 6 alumnos,12,mesa 6 alumnos 12
0200370,2021,armario,4,armario 4
0200370,2021,mesa inicial,5,mesa inicial 5
0200370,2021,silla escolar,30,silla escolar 30
0200370,2022,armario,2,armario 2
0200370,2022,mesa pupitre doble,15,mesa pupitre doble 15
0200370,2022,pizarrón,5,pizarrón 5
0200370,2022,silla escolar,40,silla escolar 40
0200372,2021,mesa integradora con escotadura,1,mesa integradora con escotadura 1
0200373,2021,armario,4,armario 4
0200373,2021,banco largo comedor,60,banco largo comedor 60
0200373,2021,mesa 6 alumnos,20,mesa 6 alumnos 20
0200373,2021,mesa inicial,5,mesa inicial 5
0200373,2022,armario,10,armario 10
0200373,2022,pizarrón,2,pizarrón 2
0200373,2022,silla escolar,30,silla escolar 30
0200376,2023,escritorio,4,escritorio 4
0200376,2023,mesa pupitre doble,60,mesa pupitre doble 60
0200376,2023,pizarrón,4,pizarrón 4
0200376,2023,silla escolar,124,silla escolar 124
0200379,2022,escritorio,1,escritorio 1
0200379,2022,mesa inicial,15,mesa inicial 15
0200379,2022,pizarrón,5,pizarrón 5
0200379,2022,silla escolar,90,silla escolar 90
0200380,2022,escritorio,6,escritorio 6
0200380,2022,mesa pupitre doble,90,mesa pupitre doble 90
0200380,2022,pizarrón,6,pizarrón 6
0200380,2022,silla escolar,186,silla escolar 186
0200380,2023,escritorio,5,escritorio 5
0200380,2023,mesa pupitre doble,75,mesa pupitre doble 75
0200380,2023,pizarrón,5,pizarrón 5
0200380,2023,silla escolar,155,silla escolar 155
0200381,2022,escritorio,7,escritorio 7
0200381,2022,mesa pupitre doble,90,mesa pupitre doble 90
0200381,2022,pizarrón,6,pizarrón 6
0200381,2022,silla escolar,216,silla escolar 216
0200381,2023,escritorio,5,escritorio 5
0200381,2023,mesa pupitre doble,75,mesa pupitre doble 75
0200381,2023,pizarrón,5,pizarrón 5
0200381,2023,silla escolar,155,silla escolar 155
0200382,2021,armario,1,armario 1
0200382,2022,escritorio,12,escritorio 12
0200382,2022,mesa pupitre doble,180,mesa pupitre doble 180
0200382,2022,pizarrón,12,pizarrón 12
0200382,2022,silla escolar,372,silla escolar 372
0200382,2023,escritorio,11,escritorio 11
0200382,2023,mesa pupitre doble,165,mesa pupitre doble 165
0200382,2023,pizarrón,11,pizarrón 11
0200382,2023,silla escolar,341,silla escolar 341
0200383,2022,armario,3,armario 3
0200385,2022,banco largo comedor,20,banco largo comedor 20
0200385,2022,escritorio,2,escritorio 2
0200385,2022,mesa pupitre doble,30,mesa pupitre doble 30
0200385,2022,pizarrón,2,pizarrón 2
0200385,2022,silla escolar,62,silla escolar 62
0200385,2023,escritorio,2,escritorio 2
0200385,2023,mesa pupitre doble,30,mesa pupitre doble 30
0200385,2023,pizarrón,2,pizarrón 2
0200385,2023,silla escolar,62,silla escolar 62
0200388,2021,mesa trabajo estante,4,mesa trabajo estante 4
0200388,2021,varios,8,varios 8
0200396,2021,escritorio,1,escritorio 1
0200396,2021,mesa pupitre doble,15,mesa pupitre doble 15
0200396,2021,pizarrón,3,pizarrón 3
0200396,2021,silla escolar,31,silla escolar 31
0200396,2022,escritorio,1,escritorio 1
0200396,2022,mesa pupitre doble,15,mesa pupitre doble 15
0200396,2022,pizarrón,1,pizarrón 1
0200396,2022,silla escolar,31,silla escolar 31
0200396,2023,escritorio,1,escritorio 1
0200396,2023,mesa pupitre doble,15,mesa pupitre doble 15
0200396,2023,pizarrón,1,pizarrón 1
0200396,2023,silla escolar,31,silla escolar 31
0200400,2022,armario,7,armario 7
0200400,2022,banco largo comedor,44,banco largo comedor 44
0200400,2022,escritorio,3,escritorio 3
0200400,2022,juego de patio,1,juego de patio 1
0200400,2022,mesa 6 alumnos,22,mesa 6 alumnos 22
0200400,2022,mesa inicial,10,mesa inicial 10
0200400,2022,mesa pupitre doble,78,mesa pupitre doble 78
0200400,2022,silla escolar,60,silla escolar 60
0200401,2021,banco largo comedor,16,banco largo comedor 16
0200401,2021,mesa 6 alumnos,8,mesa 6 alumnos 8
0200402,2021,escritorio,9,escritorio 9
0200402,2021,silla escolar,9,silla escolar 9
0200403,2021,banco largo comedor,16,banco largo comedor 16
0200403,2021,mesa 6 alumnos,8,mesa 6 alumnos 8
0200404,2021,mesa inicial,5,mesa inicial 5
0200404,2021,silla escolar,30,silla escolar 30
0200405,2021,armario,4,armario 4
0200405,2021,juego de patio,1,juego de patio 1
0200405,2021,mesa pupitre doble,60,mesa pupitre doble 60
0200405,2021,piso antigolpe para juegos,60,piso antigolpe para juegos 60
0200405,2021,pizarrón,6,pizarrón 6
0200405,2021,silla escolar,120,silla escolar 120
0200406,2021,escritorio,3,escritorio 3
0200406,2021,mesa pupitre doble,45,mesa pupitre doble 45
0200406,2021,pizarrón,3,pizarrón 3
0200406,2021,silla escolar,93,silla escolar 93
0200407,2021,pizarrón,10,pizarrón 10
0200407,2022,escritorio,4,escritorio 4
0200407,2022,mesa inicial,5,mesa inicial 5
0200407,2022,mesa pupitre doble,60,mesa pupitre doble 60
0200407,2022,pizarrón,11,pizarrón 11
0200407,2022,silla escolar,161,silla escolar 161
0200408,2021,escritorio,2,escritorio 2
0200408,2021,mesa pupitre doble,30,mesa pupitre doble 30
0200408,2021,silla escolar,62,silla escolar 62
0200409,2021,escritorio,2,escritorio 2
0200409,2021,mesa inicial,5,mesa inicial 5
0200409,2021,mesa pupitre doble,30,mesa pupitre doble 30
0200409,2021,silla escolar,62,silla escolar 62
0200409,2022,banco largo comedor,10,banco largo comedor 10
0200409,2022,mesa 6 alumnos,5,mesa 6 alumnos 5
0200409,2022,mesa inicial,5,mesa inicial 5
0200409,2022,silla escolar,82,silla escolar 82
0200411,2021,armario,6,armario 6
0200411,2021,banco largo comedor,62,banco largo comedor 62
0200411,2021,mesa 6 alumnos,31,mesa 6 alumnos 31
0200411,2021,mesa inicial,10,mesa inicial 10
0200411,2021,silla escolar,60,silla escolar 60
0200412,2022,mesa inicial,5,mesa inicial 5
0200412,2022,pizarrón,2,pizarrón 2
0200412,2022,silla escolar,30,silla escolar 30
0200414,2022,escritorio,3,escritorio 3
0200414,2022,mesa pupitre doble,37,mesa pupitre doble 37
0200414,2022,pizarrón,2,pizarrón 2
0200414,2022,silla escolar,77,silla escolar 77
0200416,2021,banco largo comedor,20,banco largo comedor 20
0200416,2021,escritorio,2,escritorio 2
0200416,2021,silla escolar,62,silla escolar 62
0200417,2022,escritorio,8,escritorio 8
0200417,2022,mesa pupitre doble,105,mesa pupitre doble 105
0200417,2022,pizarrón,6,pizarrón 6
0200417,2022,silla escolar,186,silla escolar 186
0200418,2021,mesa 6 alumnos,10,mesa 6 alumnos 10
0200418,2022,mesa inicial,5,mesa inicial 5
0200418,2022,mesa pupitre doble,15,mesa pupitre doble 15
0200418,2022,silla escolar,55,silla escolar 55
0200418,2023,armario,7,armario 7
0200419,2022,escritorio,1,escritorio 1
0200419,2022,mesa inicial,15,mesa inicial 15
0200419,2022,pizarrón,7,pizarrón 7
0200419,2022,silla escolar,112,silla escolar 112
0200420,2021,escritorio,2,escritorio 2
0200420,2021,mesa pupitre doble,30,mesa pupitre doble 30
0200420,2021,silla escolar,62,silla escolar 62
0200420,2022,armario,6,armario 6
0200420,2023,escritorio,3,escritorio 3
0200420,2023,mesa pupitre doble,45,mesa pupitre doble 45
0200420,2023,pizarrón,3,pizarrón 3
0200420,2023,silla escolar,93,silla escolar 93
0200421,2021,mesa trabajo estante,5,mesa trabajo estante 5
0200421,2021,varios,10,varios 10
0200421,2023,mesa pupitre doble,12,mesa pupitre doble 12
0200421,2023,silla escolar,141,silla escolar 141
0200422,2023,silla escolar,279,silla escolar 279
0200423,2021,armario,4,armario 4
0200423,2021,escritorio,2,escritorio 2
0200423,2021,mesa pupitre doble,30,mesa pupitre doble 30
0200423,2021,silla escolar,62,silla escolar 62
0200425,2021,escritorio,4,escritorio 4
0200425,2021,mesa pupitre doble,60,mesa pupitre doble 60
0200425,2021,pizarrón,4,pizarrón 4
0200425,2021,silla escolar,124,silla escolar 124
0200425,2022,escritorio,4,escritorio 4
0200425,2022,mesa pupitre doble,60,mesa pupitre doble 60
0200425,2022,pizarrón,4,pizarrón 4
0200425,2023,escritorio,4,escritorio 4
0200425,2023,mesa pupitre doble,60,mesa pupitre doble 60
0200425,2023,pizarrón,4,pizarrón 4
0200425,2023,silla escolar,124,silla escolar 124
0200426,2021,escritorio,2,escritorio 2
0200426,2021,mesa pupitre doble,30,mesa pupitre doble 30
0200426,2021,silla escolar,62,silla escolar 62
0200426,2022,escritorio,6,escritorio 6
0200426,2022,mesa pupitre doble,90,mesa pupitre doble 90
0200426,2022,pizarrón,6,pizarrón 6
0200426,2022,silla escolar,186,silla escolar 186
0200426,2023,escritorio,5,escritorio 5
0200426,2023,mesa pupitre doble,75,mesa pupitre doble 75
0200426,2023,pizarrón,5,pizarrón 5
0200426,2023,silla escolar,155,silla escolar 155
0200427,2021,escritorio,8,escritorio 8
0200427,2021,mesa inicial,4,mesa inicial 4
0200427,2021,mesa pupitre doble,120,mesa pupitre doble 120
0200427,2021,pizarrón,8,pizarrón 8
0200427,2021,silla escolar,268,silla escolar 268
0200427,2022,escritorio,11,escritorio 11
0200427,2022,mesa pupitre doble,208,mesa pupitre doble 208
0200427,2022,pizarrón,11,pizarrón 11
0200427,2022,silla escolar,467,silla escolar 467
0200427,2023,escritorio,7,escritorio 7
0200427,2023,mesa 6 alumnos,1,mesa 6 alumnos 1
0200427,2023,mesa pupitre doble,105,mesa pupitre doble 105
0200427,2023,pizarrón,7,pizarrón 7
0200427,2023,silla escolar,217,silla escolar 217
0200428,2022,escritorio,5,escritorio 5
0200428,2022,mesa pupitre doble,40,mesa pupitre doble 40
0200428,2022,silla escolar,85,silla escolar 85
0200428,2023,mesa pupitre doble,35,mesa pupitre doble 35
0200428,2023,silla escolar,140,silla escolar 140
0200429,2021,armario,8,armario 8
0200429,2021,banco largo comedor,8,banco largo comedor 8
0200429,2021,mesa 6 alumnos,4,mesa 6 alumnos 4
0200429,2021,varios,4,varios 4
0200431,2022,armario,3,armario 3
0200431,2022,escritorio,1,escritorio 1
0200431,2022,mesa integradora con escotadura,1,mesa integradora con escotadura 1
0200431,2022,mesa pupitre doble,6,mesa pupitre doble 6
0200431,2022,pizarrón,5,pizarrón 5
0200431,2022,silla escolar,12,silla escolar 12
0200431,2023,mesa 6 alumnos,8,mesa 6 alumnos 8
0200432,2021,mesa trabajo estante,8,mesa trabajo estante 8
0200432,2021,varios,16,varios 16
0200440,2021,banco largo comedor,30,banco largo comedor 30
0200440,2021,mesa 6 alumnos,15,mesa 6 alumnos 15
0200441,2021,mesa inicial,23,mesa inicial 23
0200441,2021,silla escolar,120,silla escolar 120
0200441,2022,armario,2,armario 2
0200441,2022,pizarrón,14,pizarrón 14
0200442,2021,armario,6,armario 6
0200442,2021,escritorio,2,escritorio 2
0200442,2021,mesa pupitre doble,30,mesa pupitre doble 30
0200442,2021,silla escolar,62,silla escolar 62
0200442,2022,juego de patio,1,juego de patio 1
0200442,2022,piso antigolpe para juegos,36,piso antigolpe para juegos 36
0200443,2021,armario,28,armario 28
0200443,2021,banco largo comedor,44,banco largo comedor 44
0200443,2021,escritorio,11,escritorio 11
0200443,2021,mesa 6 alumnos,22,mesa 6 alumnos 22
0200443,2021,mesa pupitre doble,85,mesa pupitre doble 85
0200443,2021,pizarrón,25,pizarrón 25
0200443,2021,silla escolar,191,silla escolar 191
0200443,2022,pizarrón,1,pizarrón 1
0200443,2022,silla escolar,7,silla escolar 7
0200444,2021,escritorio,2,escritorio 2
0200444,2021,mesa pupitre doble,30,mesa pupitre doble 30
0200444,2021,silla escolar,62,silla escolar 62
0200444,2022,banco largo comedor,20,banco largo comedor 20
0200444,2022,mesa 6 alumnos,10,mesa 6 alumnos 10
0200445,2022,armario,4,armario 4
0200445,2022,mesa inicial,10,mesa inicial 10
0200445,2022,silla escolar,60,silla escolar 60
0200446,2021,armario,6,armario 6
0200446,2022,silla escolar,30,silla escolar 30
0200447,2021,escritorio,4,escritorio 4
0200447,2021,mesa pupitre doble,60,mesa pupitre doble 60
0200447,2021,silla escolar,124,silla escolar 124
0200447,2022,mesa inicial,6,mesa inicial 6
0200447,2022,silla escolar,36,silla escolar 36
0200447,2023,mesa pupitre doble,60,mesa pupitre doble 60
0200447,2023,silla escolar,120,silla escolar 120
0200448,2021,armario,5,armario 5
0200448,2021,escritorio,4,escritorio 4
0200448,2021,mesa pupitre doble,60,mesa pupitre doble 60
0200448,2021,piso antigolpe para juegos,100,piso antigolpe para juegos 100
0200448,2021,pizarrón,2,pizarrón 2
0200448,2021,silla escolar,16,silla escolar 16
0200448,2022,armario,2,armario 2
0200448,2022,escritorio,2,escritorio 2
0200448,2022,mesa pupitre doble,30,mesa pupitre doble 30
0200448,2022,pizarrón,2,pizarrón 2
0200448,2022,silla escolar,62,silla escolar 62
0200448,2023,armario,4,armario 4
0200449,2021,escritorio,2,escritorio 2
0200449,2021,mesa pupitre doble,30,mesa pupitre doble 30
0200449,2021,silla escolar,62,silla escolar 62
0200449,2022,escritorio,7,escritorio 7
0200449,2022,mesa inicial,4,mesa inicial 4
0200449,2022,mesa pupitre doble,45,mesa pupitre doble 45
0200449,2022,silla escolar,94,silla escolar 94
0200450,2022,mesa pupitre doble,50,mesa pupitre doble 50
0200450,2022,pizarrón,7,pizarrón 7
0200450,2022,silla escolar,100,silla escolar 100
0200450,2023,armario,2,armario 2
0200452,2021,armario,4,armario 4
0200452,2021,escritorio,4,escritorio 4
0200452,2021,mesa pupitre doble,60,mesa pupitre doble 60
0200452,2022,armario,4,armario 4
0200452,2022,escritorio,1,escritorio 1
0200452,2022,mesa pupitre doble,45,mesa pupitre doble 45
0200452,2022,pizarrón,3,pizarrón 3
0200452,2022,silla escolar,90,silla escolar 90
0200453,2021,armario,3,armario 3
0200453,2021,banco largo comedor,20,banco largo comedor 20
0200453,2021,mesa inicial,15,mesa inicial 15
0200453,2021,silla escolar,90,silla escolar 90
0200453,2021,varios,60,varios 60
0200454,2022,escritorio,2,escritorio 2
0200454,2022,mesa pupitre doble,30,mesa pupitre doble 30
0200454,2022,silla escolar,60,silla escolar 60
0200455,2021,escritorio,4,escritorio 4
0200455,2021,mesa 6 alumnos,4,mesa 6 alumnos 4
0200455,2021,mesa pupitre doble,40,mesa pupitre doble 40
0200455,2021,silla escolar,84,silla escolar 84
0200455,2022,banco largo comedor,20,banco largo comedor 20
0200455,2022,mesa 6 alumnos,5,mesa 6 alumnos 5
0200455,2022,mesa pupitre doble,45,mesa pupitre doble 45
0200455,2022,silla escolar,90,silla escolar 90
0200455,2023,banco largo comedor,20,banco largo comedor 20
0200455,2023,mesa 6 alumnos,10,mesa 6 alumnos 10
0200457,2021,escritorio,2,escritorio 2
0200457,2021,mesa pupitre doble,30,mesa pupitre doble 30
0200457,2021,silla escolar,92,silla escolar 92
0200458,2023,armario,6,armario 6
0200458,2023,banco largo comedor,32,banco largo comedor 32
0200458,2023,escritorio,7,escritorio 7
0200458,2023,mesa 6 alumnos,16,mesa 6 alumnos 16
0200458,2023,mesa pupitre doble,60,mesa pupitre doble 60
0200458,2023,silla escolar,123,silla escolar 123
0200459,2021,escritorio,2,escritorio 2
0200459,2021,mesa inicial,10,mesa inicial 10
0200459,2021,mesa pupitre doble,30,mesa pupitre doble 30
0200459,2021,silla escolar,122,silla escolar 122
0200459,2021,varios,40,varios 40
0200459,2022,banco largo comedor,16,banco largo comedor 16
0200459,2022,escritorio,2,escritorio 2
0200459,2022,mesa 6 alumnos,8,mesa 6 alumnos 8
0200459,2022,mesa pupitre doble,60,mesa pupitre doble 60
0200459,2022,silla escolar,62,silla escolar 62
0200460,2021,mesa inicial,4,mesa inicial 4
0200460,2021,silla escolar,24,silla escolar 24
0200460,2022,mesa pupitre doble,30,mesa pupitre doble 30
0200460,2022,silla escolar,60,silla escolar 60
0200461,2023,escritorio,7,escritorio 7
0200461,2023,mesa pupitre doble,65,mesa pupitre doble 65
0200461,2023,pizarrón,1,pizarrón 1
0200461,2023,silla escolar,137,silla escolar 137
0200462,2022,mesa inicial,9,mesa inicial 9
0200462,2022,pizarrón,8,pizarrón 8
0200462,2022,silla escolar,58,silla escolar 58
0200464,2022,mesa inicial,10,mesa inicial 10
0200464,2022,silla escolar,60,silla escolar 60
0200465,2023,escritorio,5,escritorio 5
0200465,2023,mesa pupitre doble,75,mesa pupitre doble 75
0200465,2023,pizarrón,5,pizarrón 5
0200465,2023,silla escolar,155,silla escolar 155
0200466,2021,escritorio,3,escritorio 3
0200466,2021,mesa pupitre doble,45,mesa pupitre doble 45
0200466,2021,pizarrón,3,pizarrón 3
0200466,2021,silla escolar,93,silla escolar 93
0200466,2022,escritorio,2,escritorio 2
0200466,2022,mesa pupitre doble,30,mesa pupitre doble 30
0200466,2022,pizarrón,2,pizarrón 2
0200466,2022,silla escolar,62,silla escolar 62
0200466,2023,escritorio,2,escritorio 2
0200466,2023,mesa pupitre doble,30,mesa pupitre doble 30
0200466,2023,pizarrón,2,pizarrón 2
0200466,2023,silla escolar,62,silla escolar 62
0200467,2021,escritorio,4,escritorio 4
0200467,2021,mesa pupitre doble,60,mesa pupitre doble 60
0200467,2021,pizarrón,4,pizarrón 4
0200467,2021,silla escolar,124,silla escolar 124
0200467,2022,escritorio,4,escritorio 4
0200467,2022,mesa pupitre doble,60,mesa pupitre doble 60
0200467,2022,pizarrón,4,pizarrón 4
0200467,2022,silla escolar,124,silla escolar 124
0200467,2023,escritorio,3,escritorio 3
0200467,2023,mesa pupitre doble,45,mesa pupitre doble 45
0200467,2023,pizarrón,3,pizarrón 3
0200467,2023,silla escolar,93,silla escolar 93
0200468,2021,escritorio,2,escritorio 2
0200468,2021,mesa pupitre doble,30,mesa pupitre doble 30
0200468,2021,pizarrón,2,pizarrón 2
0200468,2021,silla escolar,62,silla escolar 62
0200468,2022,escritorio,2,escritorio 2
0200468,2022,mesa pupitre doble,30,mesa pupitre doble 30
0200468,2022,pizarrón,2,pizarrón 2
0200468,2022,silla escolar,62,silla escolar 62
0200468,2023,escritorio,2,escritorio 2
0200468,2023,mesa pupitre doble,30,mesa pupitre doble 30
0200468,2023,pizarrón,2,pizarrón 2
0200468,2023,silla escolar,62,silla escolar 62
0200469,2021,escritorio,4,escritorio 4
0200469,2021,mesa pupitre doble,60,mesa pupitre doble 60
0200469,2021,mesa trabajo estante,4,mesa trabajo estante 4
0200469,2021,pizarrón,4,pizarrón 4
0200469,2021,silla escolar,124,silla escolar 124
0200469,2021,varios,8,varios 8
0200469,2022,escritorio,3,escritorio 3
0200469,2022,mesa pupitre doble,45,mesa pupitre doble 45
0200469,2022,pizarrón,3,pizarrón 3
0200469,2022,silla escolar,145,silla escolar 145
0200469,2023,escritorio,3,escritorio 3
0200469,2023,mesa pupitre doble,45,mesa pupitre doble 45
0200469,2023,pizarrón,3,pizarrón 3
0200469,2023,silla escolar,93,silla escolar 93
0200470,2022,escritorio,2,escritorio 2
0200470,2022,mesa pupitre doble,30,mesa pupitre doble 30
0200470,2022,pizarrón,2,pizarrón 2
0200470,2022,silla escolar,62,silla escolar 62
0200470,2023,escritorio,2,escritorio 2
0200470,2023,mesa pupitre doble,30,mesa pupitre doble 30
0200470,2023,pizarrón,2,pizarrón 2
0200470,2023,silla escolar,62,silla escolar 62
0200471,2021,escritorio,2,escritorio 2
0200471,2021,mesa pupitre doble,30,mesa pupitre doble 30
0200471,2021,pizarrón,2,pizarrón 2
0200471,2021,silla escolar,62,silla escolar 62
0200471,2022,escritorio,2,escritorio 2
0200471,2022,mesa pupitre doble,30,mesa pupitre doble 30
0200471,2022,pizarrón,2,pizarrón 2
0200471,2022,silla escolar,62,silla escolar 62
0200472,2021,mesa inicial,4,mesa inicial 4
0200472,2021,silla escolar,46,silla escolar 46
0200473,2021,armario,6,armario 6
0200473,2021,mesa inicial,2,mesa inicial 2
0200473,2021,silla escolar,12,silla escolar 12
0200474,2022,mesa 6 alumnos,2,mesa 6 alumnos 2
0200474,2022,silla escolar,20,silla escolar 20
0200475,2021,armario,4,armario 4
0200475,2021,mesa 6 alumnos,3,mesa 6 alumnos 3
0200475,2021,pizarrón,10,pizarrón 10
0200475,2022,armario,10,armario 10
0200476,2022,mesa 6 alumnos,2,mesa 6 alumnos 2
0200476,2022,pizarrón,8,pizarrón 8
0200477,2021,armario,19,armario 19
0200477,2021,escritorio,2,escritorio 2
0200477,2021,mesa inicial,2,mesa inicial 2
0200477,2021,mesa pupitre doble,30,mesa pupitre doble 30
0200477,2021,pizarrón,2,pizarrón 2
0200477,2021,silla escolar,76,silla escolar 76
0200477,2021,varios,10,varios 10
0200477,2022,pizarrón,7,pizarrón 7
0200479,2021,armario,2,armario 2
0200479,2021,escritorio,2,escritorio 2
0200479,2021,mesa pupitre doble,30,mesa pupitre doble 30
0200479,2021,silla escolar,62,silla escolar 62
0200481,2022,armario,2,armario 2
0200481,2023,armario,2,armario 2
0200496,2021,escritorio,3,escritorio 3
0200496,2021,mesa pupitre doble,39,mesa pupitre doble 39
0200496,2021,silla escolar,75,silla escolar 75
0200497,2022,armario,6,armario 6
0200497,2022,escritorio,8,escritorio 8
0200497,2022,mesa pupitre doble,50,mesa pupitre doble 50
0200497,2022,pizarrón,8,pizarrón 8
0200497,2022,silla escolar,108,silla escolar 108
0200498,2021,banco largo comedor,30,banco largo comedor 30
0200498,2021,escritorio,4,escritorio 4
0200498,2021,mesa 6 alumnos,15,mesa 6 alumnos 15
0200498,2021,mesa pupitre doble,60,mesa pupitre doble 60
0200498,2021,silla escolar,184,silla escolar 184
0200498,2022,mesa inicial,3,mesa inicial 3
0200498,2022,silla escolar,18,silla escolar 18
0200502,2021,escritorio,3,escritorio 3
0200502,2021,mesa pupitre doble,45,mesa pupitre doble 45
0200502,2021,silla escolar,93,silla escolar 93
0200503,2021,silla escolar,25,silla escolar 25
0200503,2023,banco largo comedor,50,banco largo comedor 50
0200503,2023,mesa 6 alumnos,25,mesa 6 alumnos 25
0200503,2023,mesa pupitre doble,105,mesa pupitre doble 105
0200503,2023,silla escolar,210,silla escolar 210
0200504,2021,mesa inicial,6,mesa inicial 6
0200504,2021,silla escolar,36,silla escolar 36
0200505,2021,mesa inicial,10,mesa inicial 10
0200505,2021,silla escolar,30,silla escolar 30
0200505,2021,varios,12,varios 12
0200505,2023,armario,70,armario 70
0200505,2023,banco largo comedor,70,banco largo comedor 70
0200505,2023,biblioteca,16,biblioteca 16
0200505,2023,escritorio,21,escritorio 21
0200505,2023,juego de patio,2,juego de patio 2
0200505,2023,mesa 6 alumnos,49,mesa 6 alumnos 49
0200505,2023,mesa inicial,70,mesa inicial 70
0200505,2023,mesa pupitre doble,129,mesa pupitre doble 129
0200505,2023,piso antigolpe para juegos,120,piso antigolpe para juegos 120
0200505,2023,pizarrón,45,pizarrón 45
0200505,2023,silla escolar,795,silla escolar 795
0200505,2023,varios,232,varios 232
0200506,2021,banco largo comedor,20,banco largo comedor 20
0200506,2021,escritorio,2,escritorio 2
0200506,2021,mesa 6 alumnos,30,mesa 6 alumnos 30
0200506,2021,mesa pupitre doble,35,mesa pupitre doble 35
0200506,2021,silla escolar,62,silla escolar 62
0200506,2022,armario,2,armario 2
0200506,2022,silla escolar,25,silla escolar 25
0200507,2021,mesa inicial,5,mesa inicial 5
0200507,2021,silla escolar,30,silla escolar 30
0200507,2021,varios,4,varios 4
0200507,2022,banco largo comedor,10,banco largo comedor 10
0200507,2022,mesa 6 alumnos,5,mesa 6 alumnos 5
0200507,2022,mesa pupitre doble,30,mesa pupitre doble 30
0200507,2022,silla escolar,60,silla escolar 60
0200508,2021,escritorio,2,escritorio 2
0200508,2021,mesa inicial,5,mesa inicial 5
0200508,2021,mesa integradora con escotadura,1,mesa integradora con escotadura 1
0200508,2021,mesa pupitre doble,30,mesa pupitre doble 30
0200508,2021,silla escolar,92,silla escolar 92
0200508,2021,varios,6,varios 6
0200508,2022,mesa pupitre doble,20,mesa pupitre doble 20
0200508,2022,silla escolar,40,silla escolar 40
0200509,2021,mesa inicial,5,mesa inicial 5
0200509,2021,silla escolar,30,silla escolar 30
0200509,2022,escritorio,6,escritorio 6
0200509,2022,mesa pupitre doble,90,mesa pupitre doble 90
0200509,2022,pizarrón,14,pizarrón 14
0200509,2022,silla escolar,186,silla escolar 186
0200510,2022,escritorio,7,escritorio 7
0200510,2022,mesa pupitre doble,30,mesa pupitre doble 30
0200510,2022,pizarrón,10,pizarrón 10
0200510,2022,silla escolar,90,silla escolar 90
0200513,2021,escritorio,3,escritorio 3
0200513,2021,mesa pupitre doble,45,mesa pupitre doble 45
0200513,2021,silla escolar,93,silla escolar 93
0200513,2022,escritorio,1,escritorio 1
0200513,2022,varios,1,varios 1
0200513,2023,armario,6,armario 6
0200513,2023,banco largo comedor,40,banco largo comedor 40
0200513,2023,mesa 6 alumnos,20,mesa 6 alumnos 20
0200513,2023,mesa pupitre doble,30,mesa pupitre doble 30
0200513,2023,silla escolar,60,silla escolar 60
0200514,2021,banco largo comedor,40,banco largo comedor 40
0200514,2021,escritorio,2,escritorio 2
0200514,2021,mesa 6 alumnos,20,mesa 6 alumnos 20
0200514,2021,mesa pupitre doble,30,mesa pupitre doble 30
0200514,2021,silla escolar,62,silla escolar 62
0200514,2022,mesa inicial,4,mesa inicial 4
0200514,2022,silla escolar,24,silla escolar 24
0200514,2023,mesa 6 alumnos,2,mesa 6 alumnos 2
0200514,2023,pizarrón,3,pizarrón 3
0200515,2021,banco largo comedor,20,banco largo comedor 20
0200515,2021,mesa 6 alumnos,10,mesa 6 alumnos 10
0200515,2021,varios,4,varios 4
0200515,2022,armario,4,armario 4
0200515,2022,escritorio,2,escritorio 2
0200515,2022,mesa pupitre doble,30,mesa pupitre doble 30
0200515,2022,silla escolar,30,silla escolar 30
0200515,2022,varios,4,varios 4
0200516,2021,banco largo comedor,40,banco largo comedor 40
0200516,2021,escritorio,2,escritorio 2
0200516,2021,mesa 6 alumnos,20,mesa 6 alumnos 20
0200516,2021,mesa inicial,5,mesa inicial 5
0200516,2021,mesa pupitre doble,30,mesa pupitre doble 30
0200516,2021,silla escolar,92,silla escolar 92
0200516,2021,varios,20,varios 20
0200516,2022,escritorio,2,escritorio 2
0200516,2022,mesa pupitre doble,30,mesa pupitre doble 30
0200516,2022,pizarrón,2,pizarrón 2
0200516,2022,silla escolar,62,silla escolar 62
0200517,2021,mesa inicial,5,mesa inicial 5
0200517,2021,silla escolar,30,silla escolar 30
0200517,2021,varios,20,varios 20
0200518,2021,armario,4,armario 4
0200518,2021,escritorio,1,escritorio 1
0200518,2021,mesa inicial,9,mesa inicial 9
0200518,2021,mesa pupitre doble,15,mesa pupitre doble 15
0200518,2021,pizarrón,7,pizarrón 7
0200518,2021,silla escolar,31,silla escolar 31
0200519,2021,mesa trabajo estante,12,mesa trabajo estante 12
0200519,2021,varios,24,varios 24
0200521,2021,escritorio,3,escritorio 3
0200521,2021,mesa pupitre doble,45,mesa pupitre doble 45
0200521,2021,pizarrón,3,pizarrón 3
0200521,2021,silla escolar,106,silla escolar 106
0200521,2022,escritorio,3,escritorio 3
0200521,2022,mesa pupitre doble,45,mesa pupitre doble 45
0200521,2022,pizarrón,3,pizarrón 3
0200521,2022,silla escolar,93,silla escolar 93
0200523,2023,escritorio,1,escritorio 1
0200523,2023,mesa pupitre doble,15,mesa pupitre doble 15
0200523,2023,pizarrón,1,pizarrón 1
0200523,2023,silla escolar,31,silla escolar 31
